MsgID.LOCAL_POSITION,1522323127.6712356,2.3333354,0.0630340,-2.9919248
MsgID.LOCAL_VELOCITY,1522323127.6712356,5.1261802,-0.0359385,-0.5061998
MsgID.GLOBAL_POSITION,1522323127.9204779,-122.3957528,37.7933164,3.0130000
MsgID.LOCAL_VELOCITY,1522323127.9204779,5.8100000,-0.0300000,0.1300000
MsgID.LOCAL_POSITION,1522323127.9207294,3.8766389,-0.0783096,-3.0132282
MsgID.LOCAL_VELOCITY,1522323127.9207294,5.8198094,-0.0363832,0.1378696
MsgID.GLOBAL_POSITION,1522323128.1705964,-122.3957530,37.7933290,2.9660000
MsgID.LOCAL_VELOCITY,1522323128.1705964,6.8000000,0.0100000,-0.0100000
MsgID.LOCAL_POSITION,1522323128.1719234,5.2801538,-0.0944525,-2.9669230
MsgID.LOCAL_VELOCITY,1522323128.1719234,6.8085823,0.0180394,-0.0100755
MsgID.STATE,1522323128.3720772,True,True
MsgID.GLOBAL_HOME,1522323128.3739257,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1522323128.4212449,-122.3957518,37.7933447,2.9620000
MsgID.LOCAL_VELOCITY,1522323128.4212449,7.5300000,0.0800000,-0.2100000
MsgID.LOCAL_POSITION,1522323128.4621632,7.0257931,0.0069581,-2.9624529
MsgID.LOCAL_VELOCITY,1522323128.4621632,7.5371256,0.0886699,-0.2154229
MsgID.GLOBAL_POSITION,1522323128.6711278,-122.3957493,37.7933617,2.9790000
MsgID.LOCAL_VELOCITY,1522323128.6711278,6.4800000,0.0200000,-0.1300000
MsgID.LOCAL_POSITION,1522323128.6713841,8.9063253,0.2346869,-2.9793601
MsgID.LOCAL_VELOCITY,1522323128.6713841,6.4807010,0.0236273,-0.1327167
MsgID.GLOBAL_POSITION,1522323128.9203355,-122.3957503,37.7933728,2.9860000
MsgID.LOCAL_VELOCITY,1522323128.9203355,4.6500000,-0.1000000,-0.0500000
MsgID.LOCAL_POSITION,1522323128.9213519,10.1429787,0.1438417,-2.9865682
MsgID.LOCAL_VELOCITY,1522323128.9213519,4.6578641,-0.1049413,-0.0519852
MsgID.GLOBAL_POSITION,1522323129.1708982,-122.3957525,37.7933808,2.9810000
MsgID.LOCAL_VELOCITY,1522323129.1708982,3.1100000,-0.0900000,-0.0100000
MsgID.LOCAL_POSITION,1522323129.1715875,11.0276623,-0.0570340,-2.9819338
MsgID.LOCAL_VELOCITY,1522323129.1715875,3.1197703,-0.0960939,-0.0167450
MsgID.STATE,1522323129.3698723,True,True
MsgID.GLOBAL_HOME,1522323129.3719482,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1522323129.4203079,-122.3957534,37.7933877,2.9860000
MsgID.LOCAL_VELOCITY,1522323129.4203079,1.6300000,-0.0300000,-0.0700000
MsgID.LOCAL_POSITION,1522323129.4205408,11.8041849,-0.1305257,-2.9861953
MsgID.LOCAL_VELOCITY,1522323129.4205408,1.6305655,-0.0341552,-0.0779567
MsgID.LOCAL_POSITION,1522323129.6712599,12.1448545,-0.0374659,-3.0060160
MsgID.LOCAL_VELOCITY,1522323129.6712599,0.2712338,0.0386936,0.0427997
MsgID.GLOBAL_POSITION,1522323129.6724663,-122.3957523,37.7933908,3.0060000
MsgID.LOCAL_VELOCITY,1522323129.6724663,0.2700000,0.0300000,0.0400000
MsgID.LOCAL_POSITION,1522323129.9218464,11.8427181,-0.0280803,-3.0034375
MsgID.LOCAL_VELOCITY,1522323129.9218464,-1.0377351,0.0507075,0.1721576
MsgID.GLOBAL_POSITION,1522323129.9221003,-122.3957522,37.7933881,3.0030000
MsgID.LOCAL_VELOCITY,1522323129.9221003,-1.0300000,0.0500000,0.1700000
MsgID.GLOBAL_POSITION,1522323130.1708107,-122.3957501,37.7933841,2.9960000
MsgID.LOCAL_VELOCITY,1522323130.1708107,-2.2000000,0.0200000,0.0800000
MsgID.LOCAL_POSITION,1522323130.1726613,11.3968029,0.1631200,-2.9964106
MsgID.LOCAL_VELOCITY,1522323130.1726613,-2.2035551,0.0251200,0.0818975
MsgID.STATE,1522323130.3717632,True,True
MsgID.GLOBAL_HOME,1522323130.3721583,-122.3957519,37.7932815,0.0000000
MsgID.LOCAL_POSITION,1522323130.4215548,10.9370203,0.1421653,-3.0036764
MsgID.LOCAL_VELOCITY,1522323130.4215548,-2.4494822,-0.1172030,0.1308588
MsgID.GLOBAL_POSITION,1522323130.4624839,-122.3957503,37.7933799,3.0030000
MsgID.LOCAL_VELOCITY,1522323130.4624839,-2.4400000,-0.1100000,0.1300000
MsgID.LOCAL_POSITION,1522323130.6708896,10.2330322,-0.1056076,-3.0027444
MsgID.LOCAL_VELOCITY,1522323130.6708896,-1.9868689,-0.1731828,0.1492143
MsgID.GLOBAL_POSITION,1522323130.6712410,-122.3957531,37.7933736,3.0020000
MsgID.LOCAL_VELOCITY,1522323130.6712410,-1.9800000,-0.1700000,0.1400000
MsgID.LOCAL_POSITION,1522323130.9233332,10.0125351,0.0715608,-2.9999545
MsgID.LOCAL_VELOCITY,1522323130.9233332,-1.0001079,-0.0761461,0.1051269
MsgID.GLOBAL_POSITION,1522323130.9246511,-122.3957511,37.7933716,2.9990000
MsgID.LOCAL_VELOCITY,1522323130.9246511,-1.0000000,-0.0700000,0.1000000
MsgID.LOCAL_POSITION,1522323131.1711485,9.9829264,0.0975033,-2.9984376
MsgID.LOCAL_VELOCITY,1522323131.1711485,-0.4758590,0.4959833,0.1300892
MsgID.GLOBAL_POSITION,1522323131.2141330,-122.3957508,37.7933714,2.9980000
MsgID.LOCAL_VELOCITY,1522323131.2141330,-0.4700000,0.4900000,0.1300000
MsgID.STATE,1522323131.3712611,True,True
MsgID.GLOBAL_HOME,1522323131.3732321,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1522323131.4217319,-122.3957485,37.7933703,2.9980000
MsgID.LOCAL_VELOCITY,1522323131.4217319,-0.4700000,1.7600000,0.1000000
MsgID.LOCAL_POSITION,1522323131.4222157,9.8675985,0.2986584,-2.9983983
MsgID.LOCAL_VELOCITY,1522323131.4222157,-0.4776029,1.7631232,0.1055236
MsgID.GLOBAL_POSITION,1522323131.6728106,-122.3957416,37.7933681,3.0010000
MsgID.LOCAL_VELOCITY,1522323131.6728106,-0.3500000,3.0000000,0.0600000
MsgID.LOCAL_POSITION,1522323131.6731853,9.6264372,0.9121200,-3.0018289
MsgID.LOCAL_VELOCITY,1522323131.6731853,-0.3588226,3.0094206,0.0681105
MsgID.GLOBAL_POSITION,1522323131.9220603,-122.3957324,37.7933671,3.0000000
MsgID.LOCAL_VELOCITY,1522323131.9220603,-0.2000000,4.0400000,0.1500000
MsgID.LOCAL_POSITION,1522323131.9226058,9.5059280,1.7343011,-3.0002923
MsgID.LOCAL_VELOCITY,1522323131.9226058,-0.2096755,4.0417681,0.1591033
MsgID.LOCAL_POSITION,1522323132.1725812,9.5510006,2.8595653,-2.9857850
MsgID.LOCAL_VELOCITY,1522323132.1725812,-0.0331225,5.1170793,0.0466900
MsgID.GLOBAL_POSITION,1522323132.1729167,-122.3957197,37.7933675,2.9850000
MsgID.LOCAL_VELOCITY,1522323132.1729167,-0.0300000,5.1100000,0.0400000
MsgID.STATE,1522323132.3715737,True,True
MsgID.GLOBAL_HOME,1522323132.3718128,-122.3957519,37.7932815,0.0000000
MsgID.LOCAL_POSITION,1522323132.4220569,9.5628939,4.4196324,-2.9964321
MsgID.LOCAL_VELOCITY,1522323132.4220569,0.1436174,6.1910391,-0.0229613
MsgID.GLOBAL_POSITION,1522323132.4621897,-122.3957021,37.7933676,2.9960000
MsgID.LOCAL_VELOCITY,1522323132.4621897,0.1400000,6.1900000,-0.0200000
MsgID.LOCAL_POSITION,1522323132.6721113,9.4779825,6.2183766,-2.9925354
MsgID.LOCAL_VELOCITY,1522323132.6721113,0.3431284,7.0670528,-0.0067587
MsgID.GLOBAL_POSITION,1522323132.6723495,-122.3956819,37.7933668,2.9920000
MsgID.LOCAL_VELOCITY,1522323132.6723495,0.3400000,7.0600000,0.0000000
MsgID.LOCAL_POSITION,1522323132.9227402,9.5663605,7.8425188,-2.9851513
MsgID.LOCAL_VELOCITY,1522323132.9227402,0.6331918,6.9275842,-0.0112222
MsgID.GLOBAL_POSITION,1522323132.9230685,-122.3956637,37.7933676,2.9850000
MsgID.LOCAL_VELOCITY,1522323132.9230685,0.6300000,6.9200000,-0.0100000
MsgID.LOCAL_POSITION,1522323133.1742096,9.8627281,9.3426094,-2.9694149
MsgID.LOCAL_VELOCITY,1522323133.1742096,0.7281836,5.4055171,-0.1004832
MsgID.GLOBAL_POSITION,1522323133.1750062,-122.3956468,37.7933703,2.9690000
MsgID.LOCAL_VELOCITY,1522323133.1750062,0.7200000,5.4000000,-0.1000000
MsgID.STATE,1522323133.3709936,True,True
MsgID.GLOBAL_HOME,1522323133.3734655,-122.3957519,37.7932815,0.0000000
MsgID.LOCAL_POSITION,1522323133.4215441,10.0230646,10.4739790,-2.9735513
MsgID.LOCAL_VELOCITY,1522323133.4215441,0.5221448,3.7705181,-0.1945307
MsgID.GLOBAL_POSITION,1522323133.4218173,-122.3956341,37.7933717,2.9730000
MsgID.LOCAL_VELOCITY,1522323133.4218173,0.5200000,3.7700000,-0.1900000
MsgID.LOCAL_POSITION,1522323133.6728148,10.1277475,11.3650465,-2.9727709
MsgID.LOCAL_VELOCITY,1522323133.6728148,0.3152533,2.2327719,-0.1824130
MsgID.GLOBAL_POSITION,1522323133.6737144,-122.3956240,37.7933727,2.9720000
MsgID.LOCAL_VELOCITY,1522323133.6737144,0.3100000,2.2300000,-0.1800000
MsgID.LOCAL_POSITION,1522323133.9237297,10.1886969,11.6096525,-2.9709351
MsgID.LOCAL_VELOCITY,1522323133.9237297,0.1578237,0.7472387,-0.1917951
MsgID.GLOBAL_POSITION,1522323133.9240670,-122.3956213,37.7933732,2.9700000
MsgID.LOCAL_VELOCITY,1522323133.9240670,0.1500000,0.7400000,-0.1900000
MsgID.LOCAL_POSITION,1522323134.1736221,10.2280712,11.5392246,-2.9746311
MsgID.LOCAL_VELOCITY,1522323134.1736221,-0.0110122,-0.5937076,-0.1789987
MsgID.GLOBAL_POSITION,1522323134.1740122,-122.3956221,37.7933736,2.9740000
MsgID.LOCAL_VELOCITY,1522323134.1740122,-0.0100000,-0.5900000,-0.1700000
MsgID.STATE,1522323134.3721287,True,True
MsgID.GLOBAL_HOME,1522323134.3734567,-122.3957519,37.7932815,0.0000000
MsgID.LOCAL_POSITION,1522323134.4232113,10.2434511,11.3258066,-2.9892263
MsgID.LOCAL_VELOCITY,1522323134.4232113,-0.2051786,-1.6979729,-0.1807521
MsgID.GLOBAL_POSITION,1522323134.4249096,-122.3956245,37.7933737,2.9890000
MsgID.LOCAL_VELOCITY,1522323134.4249096,-0.2000000,-1.6900000,-0.1800000
MsgID.LOCAL_POSITION,1522323134.6749020,10.1690807,10.9888544,-2.9973414
MsgID.LOCAL_VELOCITY,1522323134.6749020,-0.3283640,-2.0548940,-0.0554293
MsgID.GLOBAL_POSITION,1522323134.6755407,-122.3956283,37.7933730,2.9970000
MsgID.LOCAL_VELOCITY,1522323134.6755407,-0.3200000,-2.0500000,-0.0500000
MsgID.LOCAL_POSITION,1522323134.9231675,10.0403776,10.4260778,-2.9921732
MsgID.LOCAL_VELOCITY,1522323134.9231675,-0.3185540,-1.8972298,0.0549262
MsgID.GLOBAL_POSITION,1522323134.9240928,-122.3956346,37.7933719,2.9920000
MsgID.LOCAL_VELOCITY,1522323134.9240928,-0.3100000,-1.8900000,0.0500000
MsgID.LOCAL_POSITION,1522323135.1726439,9.9652901,9.9898672,-3.0061171
MsgID.LOCAL_VELOCITY,1522323135.1726439,-0.1598211,-1.0561535,-0.0040651
MsgID.GLOBAL_POSITION,1522323135.1730590,-122.3956395,37.7933712,3.0060000
MsgID.LOCAL_VELOCITY,1522323135.1730590,-0.1500000,-1.0500000,0.0000000
MsgID.STATE,1522323135.3716629,True,True
MsgID.GLOBAL_HOME,1522323135.3736975,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1522323135.4234374,-122.3956411,37.7933702,3.0190000
MsgID.LOCAL_VELOCITY,1522323135.4234374,-0.4600000,-0.6100000,0.1500000
MsgID.LOCAL_POSITION,1522323135.4236567,9.8576708,9.8484097,-3.0195160
MsgID.LOCAL_VELOCITY,1522323135.4236567,-0.4614123,-0.6198118,0.1595190
MsgID.GLOBAL_POSITION,1522323135.6744013,-122.3956451,37.7933672,3.0040000
MsgID.LOCAL_VELOCITY,1522323135.6744013,-1.8300000,-0.4700000,0.1700000
MsgID.LOCAL_POSITION,1522323135.6747229,9.5220070,9.4962568,-3.0048108
MsgID.LOCAL_VELOCITY,1522323135.6747229,-1.8354548,-0.4736176,0.1794979
MsgID.GLOBAL_POSITION,1522323135.9235806,-122.3956448,37.7933636,2.9970000
MsgID.LOCAL_VELOCITY,1522323135.9235806,-3.0800000,-0.2800000,0.1000000
MsgID.LOCAL_POSITION,1522323135.9239478,9.1193333,9.5163002,-2.9979413
MsgID.LOCAL_VELOCITY,1522323135.9239478,-3.0889523,-0.2849468,0.1031015
MsgID.GLOBAL_POSITION,1522323136.1754279,-122.3956463,37.7933561,2.9940000
MsgID.LOCAL_VELOCITY,1522323136.1754279,-4.1700000,-0.1000000,0.0500000
MsgID.LOCAL_POSITION,1522323136.1765189,8.2886066,9.3886271,-2.9946697
MsgID.LOCAL_VELOCITY,1522323136.1765189,-4.1762109,-0.1013498,0.0505530
MsgID.STATE,1522323136.3716779,True,True
MsgID.GLOBAL_HOME,1522323136.3740332,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1522323136.4230623,-122.3956473,37.7933458,2.9840000
MsgID.LOCAL_VELOCITY,1522323136.4230623,-5.1800000,0.0900000,0.0100000
MsgID.LOCAL_POSITION,1522323136.4237957,7.1416135,9.3020134,-2.9849672
MsgID.LOCAL_VELOCITY,1522323136.4237957,-5.1887774,0.0926343,0.0181321
MsgID.GLOBAL_POSITION,1522323136.6729453,-122.3956456,37.7933309,2.9840000
MsgID.LOCAL_VELOCITY,1522323136.6729453,-6.2400000,0.3400000,-0.1000000
MsgID.LOCAL_POSITION,1522323136.6735616,5.4835372,9.4517698,-2.9848216
MsgID.LOCAL_VELOCITY,1522323136.6735616,-6.2447109,0.3414579,-0.1082140
MsgID.GLOBAL_POSITION,1522323136.9246602,-122.3956437,37.7933158,2.9800000
MsgID.LOCAL_VELOCITY,1522323136.9246602,-7.1500000,0.5600000,-0.1500000
MsgID.LOCAL_POSITION,1522323136.9254091,3.8065634,9.6208677,-2.9808748
MsgID.LOCAL_VELOCITY,1522323136.9254091,-7.1559205,0.5662697,-0.1502660
MsgID.LOCAL_POSITION,1522323137.1735828,2.0575671,9.9775429,-2.9806619
MsgID.LOCAL_VELOCITY,1522323137.1735828,-7.1038294,0.6044707,-0.1087949
MsgID.GLOBAL_POSITION,1522323137.1739247,-122.3956397,37.7933000,2.9800000
MsgID.LOCAL_VELOCITY,1522323137.1739247,-7.1000000,0.6000000,-0.1000000
MsgID.STATE,1522323137.3733244,True,True
MsgID.GLOBAL_HOME,1522323137.3741028,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1522323137.4253829,-122.3956388,37.7932866,2.9720000
MsgID.LOCAL_VELOCITY,1522323137.4253829,-5.4000000,0.3600000,-0.1500000
MsgID.LOCAL_POSITION,1522323137.4660363,0.5645680,10.0542116,-2.9726903
MsgID.LOCAL_VELOCITY,1522323137.4660363,-5.4066677,0.3619248,-0.1589465
MsgID.GLOBAL_POSITION,1522323137.6748614,-122.3956380,37.7932770,2.9820000
MsgID.LOCAL_VELOCITY,1522323137.6748614,-3.6500000,0.1900000,-0.1700000
MsgID.LOCAL_POSITION,1522323137.6753783,-0.5009286,10.1278791,-2.9825413
MsgID.LOCAL_VELOCITY,1522323137.6753783,-3.6520977,0.1999622,-0.1795742
MsgID.GLOBAL_POSITION,1522323137.9244866,-122.3956397,37.7932698,2.9860000
MsgID.LOCAL_VELOCITY,1522323137.9244866,-2.1600000,0.0800000,-0.0700000
MsgID.LOCAL_POSITION,1522323137.9248440,-1.3027319,9.9749556,-2.9865050
MsgID.LOCAL_VELOCITY,1522323137.9248440,-2.1660013,0.0890278,-0.0725354
MsgID.GLOBAL_POSITION,1522323138.1739960,-122.3956407,37.7932664,2.9860000
MsgID.LOCAL_VELOCITY,1522323138.1739960,-0.8100000,0.0600000,-0.0600000
MsgID.LOCAL_POSITION,1522323138.1742899,-1.6768515,9.8856726,-2.9865534
MsgID.LOCAL_VELOCITY,1522323138.1742899,-0.8126683,0.0638932,-0.0637893
MsgID.STATE,1522323138.3725853,True,True
MsgID.GLOBAL_HOME,1522323138.3729241,-122.3957519,37.7932815,0.0000000
MsgID.LOCAL_POSITION,1522323138.4245856,-1.9267820,9.9178867,-2.9959519
MsgID.LOCAL_VELOCITY,1522323138.4245856,0.5939164,0.1107375,-0.0139992
MsgID.GLOBAL_POSITION,1522323138.4662263,-122.3956403,37.7932642,2.9950000
MsgID.LOCAL_VELOCITY,1522323138.4662263,0.5900000,0.1100000,-0.0100000
MsgID.LOCAL_POSITION,1522323138.6749184,-1.6512984,10.1223841,-3.0028250
MsgID.LOCAL_VELOCITY,1522323138.6749184,1.7640169,0.1132266,0.0313947
MsgID.GLOBAL_POSITION,1522323138.6762843,-122.3956380,37.7932666,3.0020000
MsgID.LOCAL_VELOCITY,1522323138.6762843,1.7600000,0.1100000,0.0300000
MsgID.GLOBAL_POSITION,1522323138.9238105,-122.3956374,37.7932714,3.0120000
MsgID.LOCAL_VELOCITY,1522323138.9238105,2.4800000,-0.0500000,0.1000000
MsgID.LOCAL_POSITION,1522323138.9242086,-1.1241639,10.1806641,-3.0122378
MsgID.LOCAL_VELOCITY,1522323138.9242086,2.4879806,-0.0544284,0.1033941
MsgID.GLOBAL_POSITION,1522323139.1745718,-122.3956390,37.7932773,3.0010000
MsgID.LOCAL_VELOCITY,1522323139.1745718,2.2400000,-0.1700000,0.1700000
MsgID.LOCAL_POSITION,1522323139.1749310,-0.4693736,10.0383682,-3.0017314
MsgID.LOCAL_VELOCITY,1522323139.1749310,2.2452013,-0.1782343,0.1705990
MsgID.STATE,1522323139.3723757,True,True
MsgID.GLOBAL_HOME,1522323139.3732202,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1522323139.4244285,-122.3956406,37.7932825,3.0040000
MsgID.LOCAL_VELOCITY,1522323139.4244285,1.3600000,-0.1300000,0.0700000
MsgID.LOCAL_POSITION,1522323139.4662945,0.1102189,9.8948412,-3.0049911
MsgID.LOCAL_VELOCITY,1522323139.4662945,1.3635749,-0.1301759,0.0797921
MsgID.GLOBAL_POSITION,1522323139.6753824,-122.3956411,37.7932851,3.0120000
MsgID.LOCAL_VELOCITY,1522323139.6753824,0.4800000,-0.0400000,0.1200000
MsgID.LOCAL_POSITION,1522323139.6757967,0.3977645,9.8451300,-3.0124190
MsgID.LOCAL_VELOCITY,1522323139.6757967,0.4850252,-0.0457052,0.1242675
MsgID.GLOBAL_POSITION,1522323139.9250646,-122.3956397,37.7932864,3.0010000
MsgID.LOCAL_VELOCITY,1522323139.9250646,0.1500000,0.0000000,0.1100000
MsgID.LOCAL_POSITION,1522323139.9254117,0.5449780,9.9771700,-3.0012403
MsgID.LOCAL_VELOCITY,1522323139.9254117,0.1547319,0.0006615,0.1184842
MsgID.GLOBAL_POSITION,1522323140.1772492,-122.3956393,37.7932851,3.0010000
MsgID.LOCAL_VELOCITY,1522323140.1772492,-0.3000000,0.0200000,0.0600000
MsgID.LOCAL_POSITION,1522323140.1782930,0.3950158,10.0107288,-3.0015502
MsgID.LOCAL_VELOCITY,1522323140.1782930,-0.3079992,0.0227141,0.0694695
MsgID.STATE,1522323140.3716655,True,True
MsgID.GLOBAL_HOME,1522323140.3735378,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,1522323140.4257107,-122.3956391,37.7932838,3.0090000
MsgID.LOCAL_VELOCITY,1522323140.4257107,-0.3200000,0.0100000,0.0500000
MsgID.LOCAL_POSITION,1522323140.4261236,0.2572772,10.0229397,-3.0093584
MsgID.LOCAL_VELOCITY,1522323140.4261236,-0.3248273,0.0122263,0.0549982
MsgID.GLOBAL_POSITION,1522323140.6746452,-122.3956376,37.7932836,3.0030000
